variavel|descricao_var|codigo|descricao_cod
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374150|Sonoplasta
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374155|Analista Musical
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374205|Cenotecnico (Cinema, Video, Televisao, Teatro e Espetaculos)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374210|Maquinista de Cinema e Video
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374215|Maquinista de Teatro e Espetaculos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374305|Operador de Projetor Cinematografico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374310|Operador-Mantenedor de Projetor Cinematografico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374405|Editor de Tv  e Video
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374410|Finalizador de Filmes
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374415|Finalizador de Video
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374420|Montador de Filmes
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|374425|Diretor de Imagens (Tv)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|375105|Designer de Interiores
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|375110|Designer de Vitrines
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|375115|Visual Merchandiser
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|375120|Decorador de Eventos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|375125|Produtor De Moda
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|375130|Profissional De Organização (Personal Organizer)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376105|Dancarino Tradicional
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376110|Dancarino Popular
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376205|Acrobata
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376210|Artista Aereo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376215|Artista de Circo (Outros)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376220|Contorcionista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376225|Domador de Animais (Circense)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376230|Equilibrista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376235|Magico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376240|Malabarista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376245|Palhaco
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376250|Titeriteiro
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376255|Trapezista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376305|Apresentador de Eventos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376310|Apresentador de Festas Populares
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376315|Apresentador de Programas de Radio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376320|Apresentador de Programas de Televisao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376325|Apresentador de Circo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376330|Mestre de Cerimonias
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376405|Modelo Artistico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376410|Modelo de Modas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|376415|Modelo Publicitario
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377105|Atleta Profissional (Outras Modalidades)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377110|Atleta Profissional de Futebol
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377115|Atleta Profissional de Golfe
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377120|Atleta Profissional de Luta
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377125|Atleta Profissional de Tenis
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377130|Joquei
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377135|Piloto de Competicao Automobilistica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377140|Profissional de Atletismo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377145|Pugilista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377205|Arbitro Desportivo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377210|Arbitro de Atletismo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377215|Arbitro de Basquete
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377220|Arbitro de Futebol
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377225|Arbitro de Futebol de Salao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377230|Arbitro de Judo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377235|Arbitro de Karate
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377240|Arbitro de Polo Aquatico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|377245|Arbitro de Volei
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391105|Cronoanalista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391110|Cronometrista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391115|Controlador de Entrada e Saida
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391120|Planejista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391125|Tecnico de Planejamento de Producao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391130|Tecnico de Planejamento e Programacao da Manutencao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391135|Tecnico de Materia-Prima e Material
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391140|Analista De Manutenção (Equipamentos Aéreos)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391145|Analista De Planejamento De Manutenção
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391205|Inspetor de Qualidade
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391210|Tecnico de Garantia da Qualidade
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391215|Operador de Inspecao de Qualidade
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391220|Tecnico de Painel de Controle
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391225|Escolhedor de Papel
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|391230|Tecnico Operacional de Servicos de Correios
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|395105|Tecnico de Apoio em Pesquisa e Desenvolvimento (Exceto Agropecuario e Florestal)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|395110|Tecnico de Apoio em Pesquisa e Desenvolvimento Agropecuario Florestal
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|410105|Supervisor Administrativo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|410205|Supervisor de Almoxarifado
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|410210|Supervisor de Cambio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|410215|Supervisor de Contas a Pagar
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|410220|Supervisor de Controle Patrimonial
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|410225|Supervisor de Credito e Cobranca
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|410230|Supervisor de Orcamento
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|410235|Supervisor de Tesouraria
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|410240|Supervisor de Logistica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|411005|Auxiliar de Escritorio, em Geral
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|411010|Assistente Administrativo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|411015|Atendente de Judiciario
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|411020|Auxiliar de Judiciario
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|411025|Auxiliar de Cartorio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|411030|Auxiliar de Pessoal
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|411035|Auxiliar de Estatistica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|411040|Auxiliar de Seguros
